date,price_btc,ma7_btc,ma30_btc,price_eth,ma7_eth,ma30_eth
2025-07-09,108953.191877278,108736.30226632649,106711.91479011848,2615.7759888945,2560.2259082909286,2516.1901389384134
2025-07-10,111327.5305424567,109093.88602500896,106747.44664621752,2772.5795626609,2588.584743171757,2519.1094515257337
2025-07-11,115879.650301125,109990.66394814965,106936.34390555184,2948.4462027029,2639.7724533307146,2523.7742180053333
2025-07-12,117571.0251003602,111352.11154248533,107232.71220584329,2958.8514450991,2704.003181804386,2529.8646931225635
2025-07-13,117418.9574500768,112666.60996393568,107614.03648672052,2942.9616055388,2764.8006714027,2539.5247810254336
2025-07-14,119117.5566632764,114081.2326703462,108049.76956189002,2974.2654952333,2822.3588575623144,2552.7653436156834
2025-07-15,119833.6744671236,115728.79805738525,108528.12850691783,3012.1797069059,2889.2942867193424,2568.702326528013
2025-07-16,117678.1949340431,116975.22706549455,108932.25187703202,3133.069857747,2963.1934108411288,2588.2098016498467
2025-07-17,118748.1627367753,118035.31737896861,109325.48156765288,3368.1265215261,3048.271547821871,2615.1030242484035
2025-07-18,119445.3652043404,118544.7052222851,109817.54624785231,3481.8828152374,3124.4767781839428,2647.3328947371133
2025-07-19,117988.9466445579,118604.40830002763,110259.75463424069,3547.3170790012,3208.5432973128145,2681.532349923937
2025-07-20,117901.6265590087,118673.36102987504,110700.1205187216,3594.318501081,3301.594282390271,2717.27032694783
2025-07-21,117256.9208222684,118407.55590973106,111165.68104130529,3758.605581814,3413.6428661875143,2762.3673318678566
2025-07-22,117482.4697776729,118071.6695255238,111697.34442106998,3765.4536240236,3521.2534257757575,2812.1963861334566
2025-07-23,119955.7957060765,118397.04106438572,112334.11818972293,3746.9406687316,3608.9492559164146,2862.84678420327
2025-07-24,118629.0558813043,118380.02579931845,112771.36590645534,3630.0535314809,3646.3674001956715,2903.051913777013
2025-07-25,118354.4351743859,118224.17865218209,113183.97810233205,3708.4299352383,3678.731274481514,2945.1149349001234
2025-07-26,117540.8083708574,118160.1588987963,113527.38736635522,3723.0529092786,3703.836393092571,2988.6424723584864
2025-07-27,117959.5423436062,118168.43258231024,113893.23835988353,3742.431425866,3724.995382347571,3032.889124391467
2025-07-28,119418.9140514147,118477.28875790257,114304.57164138267,3864.1248374655,3740.069561726357,3080.925609317877
2025-07-29,118003.3020160783,118551.69336338903,114660.29552576409,3786.303845996,3743.0481648652712,3125.897970791737
2025-07-30,117853.3089286382,118251.33810946929,114975.51861294608,3788.5983716058,3748.999265275871,3168.7623407746732
2025-07-31,117833.2408799593,118137.65025213429,115332.2000053774,3807.4166010824,3774.3368466475144,3212.7365347544264
2025-08-01,115700.0024391578,117758.44557567313,115668.42009529498,3696.6628530851,3772.655834911343,3255.788477881263
2025-08-02,113234.6051343189,117143.27368473906,115815.4254587163,3483.178955158,3738.388127179828,3286.0921857700264
